章节,篇名,原文,韻腳字,上古韻部
小雅·鸿雁之什,無羊,或降于阿，,阿,歌
小雅·鸿雁之什,無羊,或飲于池，,池,歌
小雅·鸿雁之什,無羊,或寢或訛。,訛,歌
小雅·鸿雁之什,無羊,爾牧來思，,,
小雅·鸿雁之什,無羊,何蓑何笠，,,
小雅·鸿雁之什,無羊,或負其餱。,餱,侯
小雅·鸿雁之什,無羊,三十維物，,,
小雅·鸿雁之什,無羊,爾牲則具。○,具,侯
小雅·鸿雁之什,無羊,爾牧來思，,,
小雅·鸿雁之什,無羊,以薪以蒸，,蒸,蒸
小雅·鸿雁之什,無羊,以雌以雄。,雄,蒸
小雅·鸿雁之什,無羊,爾羊來思，,,
小雅·鸿雁之什,無羊,矜矜兢兢，,兢,蒸
小雅·鸿雁之什,無羊,不騫不崩。,崩,蒸
小雅·鸿雁之什,無羊,麾之以肱，,肱,蒸
小雅·鸿雁之什,無羊,畢來既升！○,升,蒸
小雅·鸿雁之什,無羊,牧人乃夢：,,
小雅·鸿雁之什,無羊,眾維魚矣！,魚,魚
小雅·鸿雁之什,無羊,旐維旟矣！,旟,魚
小雅·鸿雁之什,無羊,大人占之：,,
小雅·鸿雁之什,無羊,眾維魚矣？,,
小雅·鸿雁之什,無羊,實維豐年！,年,真
小雅·鸿雁之什,無羊,旐維旟矣？,,
小雅·鸿雁之什,無羊,室家溱溱！○,溱,真
小雅·节南山之什,節南山,節彼南山，,,
小雅·节南山之什,節南山,維石巖巖。,巖,談
小雅·节南山之什,節南山,赫赫師尹，,,
小雅·节南山之什,節南山,民具爾瞻。,瞻,談
小雅·节南山之什,節南山,憂心如惔，,惔,談
小雅·节南山之什,節南山,不敢戲談。,談,談
小雅·节南山之什,節南山,國既卒斬，,斬,談
小雅·节南山之什,節南山,何用不監？○,監,談
小雅·节南山之什,節南山,節彼南山，,,
小雅·节南山之什,節南山,有實其猗。,猗,歌
小雅·节南山之什,節南山,赫赫師尹，,,
小雅·节南山之什,節南山,不平謂何？,何,歌
小雅·节南山之什,節南山,天方薦瘥，,瘥,歌
小雅·节南山之什,節南山,喪亂弘多。,多,歌
小雅·节南山之什,節南山,民言無嘉，,嘉,歌
小雅·节南山之什,節南山,憯莫懲嗟！○,嗟,歌
小雅·节南山之什,節南山,尹氏大師！,師,脂
小雅·节南山之什,節南山,維周之氐。,氐,脂
小雅·节南山之什,節南山,秉國之均，,,
小雅·节南山之什,節南山,四方是維，,維,微
小雅·节南山之什,節南山,天子是毗，,毗,脂
小雅·节南山之什,節南山,俾民不迷。,迷,脂
小雅·节南山之什,節南山,不弔昊天！,,
小雅·节南山之什,節南山,不宜空我師。○,師,脂
小雅·节南山之什,節南山,弗躬弗親，,親,真
小雅·节南山之什,節南山,庶民弗信？,信,真
小雅·节南山之什,節南山,弗問弗仕，,仕,之
小雅·节南山之什,節南山,勿罔君子？,子,之
小雅·节南山之什,節南山,式夷式已，,已,之
小雅·节南山之什,節南山,無小人殆？,殆,之
小雅·节南山之什,節南山,瑣瑣姻亞，,,
小雅·节南山之什,節南山,則無膴仕？○,仕,之
小雅·节南山之什,節南山,昊天不傭！,傭,東
小雅·节南山之什,節南山,降此鞠訩。,訩,東
小雅·节南山之什,節南山,昊天不惠！,惠,質
小雅·节南山之什,節南山,降此大戾。,戾,質
小雅·节南山之什,節南山,君子如屆，,屆,質
小雅·节南山之什,節南山,俾民心闋。,闋,質
小雅·节南山之什,節南山,君子如夷，,夷,脂
小雅·节南山之什,節南山,惡怒是違。○,違,微
小雅·节南山之什,節南山,不弔昊天！,,
小雅·节南山之什,節南山,亂靡有定。,定,耕
小雅·节南山之什,節南山,式月斯生，,生,耕
小雅·节南山之什,節南山,俾民不寧。,寧,耕
小雅·节南山之什,節南山,憂心如酲，,酲,耕
小雅·节南山之什,節南山,誰秉國成？,成,耕
小雅·节南山之什,節南山,不自爲政，,政,耕
小雅·节南山之什,節南山,卒勞百姓！○,姓,耕
小雅·节南山之什,節南山,駕彼四牡，,,
小雅·节南山之什,節南山,四牡項領。,領,真
小雅·节南山之什,節南山,我瞻四方，,,
小雅·节南山之什,節南山,蹙蹙靡所騁！○,騁,耕
小雅·节南山之什,節南山,方茂爾惡，,惡,鐸
小雅·节南山之什,節南山,相爾矛矣！,矛,幽
小雅·节南山之什,節南山,既夷既懌，,懌,鐸
小雅·节南山之什,節南山,如相醻矣！,醻,幽
小雅·节南山之什,節南山,昊天不平！,平,耕
小雅·节南山之什,節南山,我王不寧。,寧,耕
小雅·节南山之什,節南山,不懲其心，,,
小雅·节南山之什,節南山,覆怨其正。○,正,耕
小雅·节南山之什,節南山,家父作誦，,誦,東
小雅·节南山之什,節南山,以究王訩。,訩,東
小雅·节南山之什,節南山,式訛爾心，,,
小雅·节南山之什,節南山,以畜萬邦！○,邦,東
小雅·节南山之什,正月,正月繁霜，,霜,陽
小雅·节南山之什,正月,我心憂傷。,傷,陽
小雅·节南山之什,正月,民之訛言，,,
小雅·节南山之什,正月,亦孔之將。,將,陽
小雅·节南山之什,正月,念我獨兮，,,
小雅·节南山之什,正月,憂心京京！,京,陽
小雅·节南山之什,正月,哀我小心，,,
小雅·节南山之什,正月,癙憂以痒！○,痒,陽
小雅·节南山之什,正月,父母生我，,,
小雅·节南山之什,正月,胡俾我瘉？,瘉,侯
小雅·节南山之什,正月,不自我先，,,
小雅·节南山之什,正月,不自我後。,後,侯
小雅·节南山之什,正月,好言自口，,口,侯
小雅·节南山之什,正月,莠言自口。,口,侯
小雅·节南山之什,正月,憂心愈愈，,愈,侯
小雅·节南山之什,正月,是以有侮！○,侮,侯
小雅·节南山之什,正月,憂心惸惸，,,
小雅·节南山之什,正月,念我無祿。,祿,屋
小雅·节南山之什,正月,民之無辜，,,
小雅·节南山之什,正月,并其臣僕。,僕,屋
小雅·节南山之什,正月,哀我人斯！,,
小雅·节南山之什,正月,于何從祿？,祿,屋
小雅·节南山之什,正月,瞻烏爰止，,,
小雅·节南山之什,正月,于誰之屋？○,屋,屋
小雅·节南山之什,正月,瞻彼中林，,,
小雅·节南山之什,正月,侯薪侯蒸。,蒸,蒸
小雅·节南山之什,正月,民今方殆，,,
小雅·节南山之什,正月,視天夢夢。,夢,蒸
小雅·节南山之什,正月,既克有定，,,
小雅·节南山之什,正月,靡人弗勝。,勝,蒸
小雅·节南山之什,正月,有皇上帝！,,
小雅·节南山之什,正月,伊誰云憎？○,憎,蒸
小雅·节南山之什,正月,謂山蓋卑？,,
小雅·节南山之什,正月,爲岡爲陵。,陵,蒸
小雅·节南山之什,正月,民之訛言，,,
小雅·节南山之什,正月,寧莫之懲？,懲,蒸
小雅·节南山之什,正月,召彼故老，,,
小雅·节南山之什,正月,訊之占夢。,夢,蒸
小雅·节南山之什,正月,具曰予聖，,,
小雅·节南山之什,正月,誰知烏之雌雄？○,雄,蒸
小雅·节南山之什,正月,謂天蓋高？,,
小雅·节南山之什,正月,不敢不局。,局,屋
小雅·节南山之什,正月,謂地蓋厚？,,
小雅·节南山之什,正月,不敢不蹐。,蹐,錫
小雅·节南山之什,正月,維號斯言，,,
小雅·节南山之什,正月,有倫有脊。,脊,錫
小雅·节南山之什,正月,哀今之人！,,
小雅·节南山之什,正月,胡爲虺蜴？○,蜴,錫
小雅·节南山之什,正月,瞻彼阪田，,,
小雅·节南山之什,正月,有菀其特。,特,職
小雅·节南山之什,正月,天之扤我，,,
小雅·节南山之什,正月,如不我克。,克,職
小雅·节南山之什,正月,彼求我則，,則,職
小雅·节南山之什,正月,如不我得。,得,職
小雅·节南山之什,正月,執我仇仇，,,
小雅·节南山之什,正月,亦不我力！○,力,職
小雅·节南山之什,正月,心之憂矣，,,
小雅·节南山之什,正月,如或結之。,結,質
小雅·节南山之什,正月,今茲之正，,,
小雅·节南山之什,正月,胡然厲矣？,厲,月
小雅·节南山之什,正月,燎之方揚，,,
小雅·节南山之什,正月,寧或滅之？,滅,月
小雅·节南山之什,正月,赫赫宗周，,,
小雅·节南山之什,正月,襃姒烕之？○,烕,月
小雅·节南山之什,正月,終其永懷，,,
小雅·节南山之什,正月,又窘陰雨。,雨,魚
小雅·节南山之什,正月,其車既載，,,
小雅·节南山之什,正月,乃棄爾輔。,輔,魚
小雅·节南山之什,正月,載輸爾載，,,
小雅·节南山之什,正月,將伯助予！○,予,魚
小雅·节南山之什,正月,無棄爾輔，,,
小雅·节南山之什,正月,員于爾輻。,輻,職
小雅·节南山之什,正月,屢顧爾僕，,,
小雅·节南山之什,正月,不輸爾載。,載,之
小雅·节南山之什,正月,終踰絕險，,,
小雅·节南山之什,正月,曾是不意？○,意,職
小雅·节南山之什,正月,魚在于沼，,沼,宵
小雅·节南山之什,正月,亦匪克樂。,樂,藥
小雅·节南山之什,正月,潛雖伏矣，,,
小雅·节南山之什,正月,亦孔之炤。,炤,宵
小雅·节南山之什,正月,憂心慘慘，,,
小雅·节南山之什,正月,念國之爲虐！○,虐,藥
小雅·节南山之什,正月,彼有旨酒，,酒,幽
小雅·节南山之什,正月,又有嘉殽。,殽,宵
小雅·节南山之什,正月,洽比其鄰，,鄰,真
小雅·节南山之什,正月,昏姻孔云。,云,文
小雅·节南山之什,正月,念我獨兮，,,
小雅·节南山之什,正月,憂心慇慇！○,慇,文
小雅·节南山之什,正月,佌佌彼有屋，,屋,屋
小雅·节南山之什,正月,蔌蔌方有穀。,穀,屋
小雅·节南山之什,正月,民今之無祿，,祿,屋
小雅·节南山之什,正月,天夭是椓。,椓,屋
小雅·节南山之什,正月,哿矣富人，,,
小雅·节南山之什,正月,哀此惸獨！○,獨,屋
小雅·节南山之什,十月之交,十月之交，,,
小雅·节南山之什,十月之交,朔月辛卯。,卯,幽
小雅·节南山之什,十月之交,日有食之，,,
小雅·节南山之什,十月之交,亦孔之醜！,醜,幽
小雅·节南山之什,十月之交,彼月而微，,微,微
小雅·节南山之什,十月之交,此日而微？,微,微
小雅·节南山之什,十月之交,今此下民，,,
小雅·节南山之什,十月之交,亦孔之哀！○,哀,微
小雅·节南山之什,十月之交,日月告凶，,,
小雅·节南山之什,十月之交,不用其行；,行,陽
小雅·节南山之什,十月之交,四國無政，,,
小雅·节南山之什,十月之交,不用其良。,良,陽
小雅·节南山之什,十月之交,彼月而食，,,
小雅·节南山之什,十月之交,則維其常。,常,陽
小雅·节南山之什,十月之交,此日而食，,,
小雅·节南山之什,十月之交,于何不臧！○,臧,陽
小雅·节南山之什,十月之交,爗爗震電，,電,真
小雅·节南山之什,十月之交,不寧不令：,令,真
小雅·节南山之什,十月之交,百川沸騰，,騰,蒸
小雅·节南山之什,十月之交,山冢崒崩。,崩,蒸
小雅·节南山之什,十月之交,高岸爲谷，,,
小雅·节南山之什,十月之交,深谷爲陵。,陵,蒸
小雅·节南山之什,十月之交,哀今之人，,,
小雅·节南山之什,十月之交,胡憯莫懲？○,懲,蒸
小雅·节南山之什,十月之交,皇父卿士，,士,之
小雅·节南山之什,十月之交,番維司徒。,徒,魚
小雅·节南山之什,十月之交,家伯維宰，,宰,之
小雅·节南山之什,十月之交,仲允膳夫。,夫,魚
小雅·节南山之什,十月之交,棸子內史，,史,之
小雅·节南山之什,十月之交,蹶維趣馬。,馬,魚
小雅·节南山之什,十月之交,楀維師氏，,,
小雅·节南山之什,十月之交,豔妻煽方處！○,處,魚
小雅·节南山之什,十月之交,抑此皇父！,,
小雅·节南山之什,十月之交,豈曰不時？,時,之
小雅·节南山之什,十月之交,胡爲我作？,,
小雅·节南山之什,十月之交,不即我謀？,謀,之
小雅·节南山之什,十月之交,徹我牆屋，,,
小雅·节南山之什,十月之交,田卒汙萊。,萊,之
小雅·节南山之什,十月之交,曰予不戕，,,
小雅·节南山之什,十月之交,禮則然矣！○,矣,之
小雅·节南山之什,十月之交,皇父孔聖！,,
小雅·节南山之什,十月之交,作都于向。,向,陽
小雅·节南山之什,十月之交,擇三有事，,,
小雅·节南山之什,十月之交,亶侯多藏！,藏,陽
小雅·节南山之什,十月之交,不憖遺一老，,,
小雅·节南山之什,十月之交,俾守我王。,王,陽
小雅·节南山之什,十月之交,擇有車馬，,,
小雅·节南山之什,十月之交,以居徂向。○,向,陽
小雅·节南山之什,十月之交,黽勉從事，,,
小雅·节南山之什,十月之交,不敢告勞。,勞,宵
小雅·节南山之什,十月之交,無罪無辜，,,
小雅·节南山之什,十月之交,讒口囂囂。,囂,宵
小雅·节南山之什,十月之交,下民之孽，,,
小雅·节南山之什,十月之交,匪降自天。,天,真
小雅·节南山之什,十月之交,噂沓背憎，,,
小雅·节南山之什,十月之交,職競由人！○,人,真
小雅·节南山之什,十月之交,悠悠我里，,里,之
小雅·节南山之什,十月之交,亦孔之痗。,痗,之
小雅·节南山之什,十月之交,四方有羡，,,
小雅·节南山之什,十月之交,我獨居憂。,憂,幽
小雅·节南山之什,十月之交,民莫不逸，,,
小雅·节南山之什,十月之交,我獨不敢休。,休,幽
小雅·节南山之什,十月之交,天命不徹，,徹,月
小雅·节南山之什,十月之交,我不敢傚我友自逸！○,逸,質
小雅·节南山之什,雨無正,浩浩昊天！,,
小雅·节南山之什,雨無正,不駿其德？,德,職
小雅·节南山之什,雨無正,降喪饑饉，,,
小雅·节南山之什,雨無正,斬伐四國。,國,職
小雅·节南山之什,雨無正,昊天疾威，,,
小雅·节南山之什,雨無正,弗慮弗圖？,圖,魚
小雅·节南山之什,雨無正,舍彼有罪，,,
小雅·节南山之什,雨無正,既伏其辜。,辜,魚
小雅·节南山之什,雨無正,若此無罪，,,
小雅·节南山之什,雨無正,淪胥以鋪。○,鋪,魚
小雅·节南山之什,雨無正,周宗既滅，,滅,月
小雅·节南山之什,雨無正,靡所止戾？,戾,質
小雅·节南山之什,雨無正,正大夫離居，,,
小雅·节南山之什,雨無正,莫知我勩？,勩,月
小雅·节南山之什,雨無正,三事大夫！,,
小雅·节南山之什,雨無正,莫肯夙夜。,夜,鐸
小雅·节南山之什,雨無正,邦君諸侯！,,
小雅·节南山之什,雨無正,莫肯朝夕。,夕,鐸
小雅·节南山之什,雨無正,庶曰式臧，,,
小雅·节南山之什,雨無正,覆出爲惡！○,惡,鐸
小雅·节南山之什,雨無正,如何昊天！,天,真
小雅·节南山之什,雨無正,辟言不信？,信,真
小雅·节南山之什,雨無正,如彼行邁，,,
小雅·节南山之什,雨無正,則靡所臻？,臻,真
小雅·节南山之什,雨無正,凡百君子！,,
小雅·节南山之什,雨無正,各敬爾身。,身,真
小雅·节南山之什,雨無正,胡不相畏，,,
小雅·节南山之什,雨無正,不畏于天？○,天,真
小雅·节南山之什,雨無正,戎成不退？,退,物
小雅·节南山之什,雨無正,飢成不遂？,遂,物
小雅·节南山之什,雨無正,曾我暬御，,,
小雅·节南山之什,雨無正,憯憯日瘁？,瘁,物
小雅·节南山之什,雨無正,凡百君子！,,
小雅·节南山之什,雨無正,莫肯用訊[誶]。,誶,物
小雅·节南山之什,雨無正,聽言則荅，,荅,緝
小雅·节南山之什,雨無正,譖言則退。○,退,物
小雅·节南山之什,雨無正,哀哉不能言！,,
小雅·节南山之什,雨無正,匪舌是出，,出,物
小雅·节南山之什,雨無正,維躬是瘁。,瘁,物
小雅·节南山之什,雨無正,哿矣能言！,,
小雅·节南山之什,雨無正,巧言如流，,流,幽
小雅·节南山之什,雨無正,俾躬處休。○,休,幽
小雅·节南山之什,雨無正,維曰于仕？,仕,之
小雅·节南山之什,雨無正,孔棘且殆！,殆,之
小雅·节南山之什,雨無正,云不可使，,使,之
小雅·节南山之什,雨無正,得罪于天子。,子,之
小雅·节南山之什,雨無正,亦云可使，,使,之
小雅·节南山之什,雨無正,怨及朋友。○,友,之
小雅·节南山之什,雨無正,謂爾遷于王都，,都,魚
小雅·节南山之什,雨無正,曰予未有室家。,家,魚
小雅·节南山之什,雨無正,鼠思泣血，,血,質
小雅·节南山之什,雨無正,無言不疾。,疾,質
小雅·节南山之什,雨無正,昔爾出居，,,
小雅·节南山之什,雨無正,誰從作爾室？○,室,質
小雅·节南山之什,小旻,旻天疾威！,,
小雅·节南山之什,小旻,敷于下土。,土,魚
小雅·节南山之什,小旻,謀猶回遹，,,
小雅·节南山之什,小旻,何日斯沮？,沮,魚
小雅·节南山之什,小旻,謀臧不從，,從,東
小雅·节南山之什,小旻,不臧覆用。,用,東
小雅·节南山之什,小旻,我視謀猶，,,
小雅·节南山之什,小旻,亦孔之邛。○,邛,東
小雅·节南山之什,小旻,潝潝訿訿，,,
小雅·节南山之什,小旻,亦孔之哀！,哀,微
小雅·节南山之什,小旻,謀之其臧，,,
小雅·节南山之什,小旻,則具是違。,違,微
小雅·节南山之什,小旻,謀之不臧，,,
小雅·节南山之什,小旻,則具是依。,依,微
小雅·节南山之什,小旻,我視謀猶，,,
小雅·节南山之什,小旻,伊于胡厎？○,厎,脂
小雅·节南山之什,小旻,我龜既厭，,,
小雅·节南山之什,小旻,不我告猶。,猶,幽
小雅·节南山之什,小旻,謀夫孔多，,,
小雅·节南山之什,小旻,是用不集[就]。,就,覺
小雅·节南山之什,小旻,發言盈庭，,,
小雅·节南山之什,小旻,誰敢執其咎？,咎,幽
小雅·节南山之什,小旻,如匪行邁謀，,,
小雅·节南山之什,小旻,是用不得于道。○,道,幽
小雅·节南山之什,小旻,哀哉爲猶！,,
小雅·节南山之什,小旻,匪先民是程，,程,耕
小雅·节南山之什,小旻,匪大猶是經。,經,耕
小雅·节南山之什,小旻,維邇言是聽，,聽,耕
小雅·节南山之什,小旻,維邇言是爭。,爭,耕
小雅·节南山之什,小旻,如彼築室于道謀，,,
小雅·节南山之什,小旻,是用不潰于成！○,成,耕
小雅·节南山之什,小旻,國雖靡止，,止,之
小雅·节南山之什,小旻,或聖或否。,否,之
小雅·节南山之什,小旻,民雖靡膴，,膴,魚
小雅·节南山之什,小旻,或哲或謀，,謀,之
小雅·节南山之什,小旻,或肅或艾。,艾,月
小雅·节南山之什,小旻,如彼泉流，,,
小雅·节南山之什,小旻,無淪胥以敗！○,敗,月
小雅·节南山之什,小旻,不敢暴虎，,,
小雅·节南山之什,小旻,不敢馮河。,河,歌
小雅·节南山之什,小旻,人知其一，,,
小雅·节南山之什,小旻,莫知其他。,他,歌
小雅·节南山之什,小旻,戰戰兢兢，,兢,蒸
小雅·节南山之什,小旻,如臨深淵，,,
小雅·节南山之什,小旻,如履薄冰！○,冰,蒸
小雅·节南山之什,小宛,宛彼鳴鳩，,,
小雅·节南山之什,小宛,翰飛戾天。,天,真
小雅·节南山之什,小宛,我心憂傷，,,
小雅·节南山之什,小宛,念昔先人。,人,真
小雅·节南山之什,小宛,明發不寐，,,
小雅·节南山之什,小宛,有懷二人。○,人,真
小雅·节南山之什,小宛,人之齊聖，,,
小雅·节南山之什,小宛,飲酒溫克。,克,職
小雅·节南山之什,小宛,彼昏不知，,,
小雅·节南山之什,小宛,壹醉日富。,富,職
小雅·节南山之什,小宛,各敬爾儀，,,
小雅·节南山之什,小宛,天命不又。○,又,之
小雅·节南山之什,小宛,中原有菽，,,
小雅·节南山之什,小宛,庶民采之。,采,之
小雅·节南山之什,小宛,螟蛉有子，,,
小雅·节南山之什,小宛,蜾蠃負之。,負,之
小雅·节南山之什,小宛,教誨爾子，,,
小雅·节南山之什,小宛,式穀似之！○,似,之
小雅·节南山之什,小宛,題彼脊令！,令,真
小雅·节南山之什,小宛,載飛載鳴。,鳴,耕
小雅·节南山之什,小宛,我日斯邁，,,
小雅·节南山之什,小宛,而月斯征。,征,耕
小雅·节南山之什,小宛,夙興夜寐，,,
小雅·节南山之什,小宛,毋忝爾所生！○,生,耕
小雅·节南山之什,小宛,交交桑扈，,扈,魚
小雅·节南山之什,小宛,率場啄粟，,粟,屋
小雅·节南山之什,小宛,哀我填寡，,寡,魚
小雅·节南山之什,小宛,宜岸宜獄？,獄,屋
小雅·节南山之什,小宛,握粟出卜，,卜,屋
小雅·节南山之什,小宛,自何能穀？○,穀,屋
小雅·节南山之什,小宛,溫溫恭人，,,
小雅·节南山之什,小宛,如集于木！,木,屋
小雅·节南山之什,小宛,惴惴小心，,,
小雅·节南山之什,小宛,如臨于谷！,谷,屋
小雅·节南山之什,小宛,戰戰兢兢，,兢,蒸
小雅·节南山之什,小宛,如履薄冰！○,冰,蒸
小雅·节南山之什,小弁,弁彼鸒斯，,斯,支
小雅·节南山之什,小弁,歸飛提提。,提,支
小雅·节南山之什,小弁,民莫不穀，,,
小雅·节南山之什,小弁,我獨于罹。,罹,歌
小雅·节南山之什,小弁,何辜于天，,,
小雅·节南山之什,小弁,我罪伊何？,何,歌
小雅·节南山之什,小弁,心之憂矣，,,
小雅·节南山之什,小弁,云如之何？○,何,歌
小雅·节南山之什,小弁,踧踧周道，,道,幽
小雅·节南山之什,小弁,鞫爲茂草。,草,幽
小雅·节南山之什,小弁,我心憂傷，,,
小雅·节南山之什,小弁,惄焉如擣。,擣,幽
小雅·节南山之什,小弁,假寐永歎，,,
小雅·节南山之什,小弁,維憂用老。,老,幽
小雅·节南山之什,小弁,心之憂矣，,,
小雅·节南山之什,小弁,疢如疾首！○,首,幽
小雅·节南山之什,小弁,維桑與梓，,梓,之
小雅·节南山之什,小弁,必恭敬止。,止,之
小雅·节南山之什,小弁,靡瞻匪父，,,
小雅·节南山之什,小弁,靡依匪母。,母,之
小雅·节南山之什,小弁,不屬于毛，,,
小雅·节南山之什,小弁,不離于裏？,裏,之
小雅·节南山之什,小弁,天之生我，,,
小雅·节南山之什,小弁,我辰安在？○,在,之
小雅·节南山之什,小弁,菀彼柳斯，,,
小雅·节南山之什,小弁,鳴蜩嘒嘒。,嘒,質
小雅·节南山之什,小弁,有漼者淵，,,
小雅·节南山之什,小弁,萑葦淠淠。,淠,質
小雅·节南山之什,小弁,譬彼舟流，,,
小雅·节南山之什,小弁,不知所屆。,屆,質
小雅·节南山之什,小弁,心之憂矣，,,
小雅·节南山之什,小弁,不遑假寐。○,寐,物
小雅·节南山之什,小弁,鹿斯之奔，,,
小雅·节南山之什,小弁,維足伎伎。,伎,支
小雅·节南山之什,小弁,雉之朝雊，,,
小雅·节南山之什,小弁,尚求其雌。,雌,支
小雅·节南山之什,小弁,譬彼壞木，,,
小雅·节南山之什,小弁,疾用無枝。,枝,支
小雅·节南山之什,小弁,心之憂矣，,,
小雅·节南山之什,小弁,寧莫之知？○,知,支
小雅·节南山之什,小弁,相彼投兔，,,
小雅·节南山之什,小弁,尚或先之。,先,文
小雅·节南山之什,小弁,行有死人，,,
小雅·节南山之什,小弁,尚或墐之。,墐,文
小雅·节南山之什,小弁,君子秉心，,,
小雅·节南山之什,小弁,維其忍之！,忍,文
小雅·节南山之什,小弁,心之憂矣，,,
小雅·节南山之什,小弁,涕既隕之！○,隕,文
小雅·节南山之什,小弁,君子信讒，,,
小雅·节南山之什,小弁,如或醻之。,醻,幽
小雅·节南山之什,小弁,君子不惠，,,
小雅·节南山之什,小弁,不舒究之。,究,幽
小雅·节南山之什,小弁,伐木掎矣，,掎,歌
小雅·节南山之什,小弁,析薪杝矣。,杝,歌
小雅·节南山之什,小弁,舍彼有罪，,,
小雅·节南山之什,小弁,予之佗矣！○,佗,歌
小雅·节南山之什,小弁,莫高匪山，,山,元
小雅·节南山之什,小弁,莫浚匪泉。,泉,元
小雅·节南山之什,小弁,君子無易由言，,言,元
小雅·节南山之什,小弁,耳屬于垣！,垣,元
小雅·节南山之什,小弁,無逝我梁，,,
小雅·节南山之什,小弁,無發我笱。,笱,侯
小雅·节南山之什,小弁,我躬不閱，,,
小雅·节南山之什,小弁,遑恤我後！○,後,侯
小雅·节南山之什,巧言,悠悠昊天！,,
小雅·节南山之什,巧言,曰父母且。,且,魚
小雅·节南山之什,巧言,無罪無辜。,辜,魚
小雅·节南山之什,巧言,亂如此幠。,幠,魚
小雅·节南山之什,巧言,昊天已威！,威,微
小雅·节南山之什,巧言,予慎無罪。,罪,微
小雅·节南山之什,巧言,昊天大幠！,幠,魚
小雅·节南山之什,巧言,予慎無辜。○,辜,魚
小雅·节南山之什,巧言,亂之初生，,,
小雅·节南山之什,巧言,僭始既涵。,涵,談
小雅·节南山之什,巧言,亂之又生，,,
小雅·节南山之什,巧言,君子信讒。,讒,談
小雅·节南山之什,巧言,君子如怒，,怒,魚
小雅·节南山之什,巧言,亂庶遄沮。,沮,魚
小雅·节南山之什,巧言,君子如祉，,祉,之
小雅·节南山之什,巧言,亂庶遄已。○,已,之
小雅·节南山之什,巧言,君子屢盟，,盟,陽
小雅·节南山之什,巧言,亂是用長。,長,陽
小雅·节南山之什,巧言,君子信盜，,盜,宵
小雅·节南山之什,巧言,亂是用暴。,暴,藥
小雅·节南山之什,巧言,盜言孔甘，,甘,談
小雅·节南山之什,巧言,亂是用餤。,餤,談
小雅·节南山之什,巧言,匪其止共，,共,東
小雅·节南山之什,巧言,維王之邛！○,邛,東
小雅·节南山之什,巧言,奕奕寢廟，,,
小雅·节南山之什,巧言,君子作之。,作,鐸
小雅·节南山之什,巧言,秩秩大猷，,,
小雅·节南山之什,巧言,聖人莫之。,莫,鐸
小雅·节南山之什,巧言,他人有心，,,
小雅·节南山之什,巧言,予忖度之。,度,鐸
小雅·节南山之什,巧言,躍躍毚兔，,,
小雅·节南山之什,巧言,遇犬獲之！○,獲,鐸
小雅·节南山之什,巧言,荏染柔木，,,
小雅·节南山之什,巧言,君子樹之。,樹,侯
小雅·节南山之什,巧言,往來行言，,,
小雅·节南山之什,巧言,心焉數之。,數,侯
小雅·节南山之什,巧言,蛇蛇碩言，,,
小雅·节南山之什,巧言,出自口矣！,口,侯
小雅·节南山之什,巧言,巧言如簧，,,
小雅·节南山之什,巧言,顏之厚矣！○,厚,侯
小雅·节南山之什,巧言,彼何人斯？,,
小雅·节南山之什,巧言,居河之麋。,麋,脂
小雅·节南山之什,巧言,無拳無勇，,,
小雅·节南山之什,巧言,職爲亂階。,階,脂
小雅·节南山之什,巧言,既微且尰，,,
小雅·节南山之什,巧言,爾勇伊何？,何,歌
小雅·节南山之什,巧言,爲猶將多，,多,歌
小雅·节南山之什,巧言,爾居徒幾何？○,何,歌
小雅·节南山之什,何人斯,彼何人斯！,,
小雅·节南山之什,何人斯,其心孔艱？,艱,文
小雅·节南山之什,何人斯,胡逝我梁，,,
小雅·节南山之什,何人斯,不入我門？,門,文
小雅·节南山之什,何人斯,伊誰云從，,,
小雅·节南山之什,何人斯,維暴之云？○,云,文
小雅·节南山之什,何人斯,二人從行，,,
小雅·节南山之什,何人斯,誰爲此禍？,禍,歌
小雅·节南山之什,何人斯,胡逝我梁，,,
小雅·节南山之什,何人斯,不入唁我？,我,歌
小雅·节南山之什,何人斯,始者不如今：,,
小雅·节南山之什,何人斯,云不我可！○,可,歌
小雅·节南山之什,何人斯,彼何人斯！,,
小雅·节南山之什,何人斯,胡逝我陳，,陳,真
小雅·节南山之什,何人斯,我聞其聲，,,
小雅·节南山之什,何人斯,不見其身。,身,真
小雅·节南山之什,何人斯,不愧于人，,人,真
小雅·节南山之什,何人斯,不畏于天。○,天,真
小雅·节南山之什,何人斯,彼何人斯！,,
小雅·节南山之什,何人斯,其爲飄風？,風,侵
小雅·节南山之什,何人斯,胡不自北，,,
小雅·节南山之什,何人斯,胡不自南？,南,侵
小雅·节南山之什,何人斯,胡逝我梁，,,
小雅·节南山之什,何人斯,祇攪我心？○,心,侵
小雅·节南山之什,何人斯,爾之安行，,,
小雅·节南山之什,何人斯,亦不遑舍。,舍,魚
小雅·节南山之什,何人斯,爾之亟行，,,
小雅·节南山之什,何人斯,遑脂爾車？,車,魚
小雅·节南山之什,何人斯,壹者之來，,,
小雅·节南山之什,何人斯,云何其盱！○,盱,魚
小雅·节南山之什,何人斯,爾還而入，,,
小雅·节南山之什,何人斯,我心易也。,易,錫
小雅·节南山之什,何人斯,還而不入，,,
小雅·节南山之什,何人斯,否難知也。,知,支
